id,skus
1835,cellpack_9_0600,cellpack_9_0600,cellpack_9_0600
1836,cellpack_9_0700,cellpack_9_0700,cellpack_9_0700
1838,cellpack_9_1000,cellpack_9_1000,cellpack_9_1000
1853,cellpack_12_0500,cellpack_12_0500,cellpack_12_0500
1854,cellpack_12_0600,cellpack_12_0600,cellpack_12_0600
1855,cellpack_12_0700,cellpack_12_0700,cellpack_12_0700
1857,cellpack_12_1000,cellpack_12_1000,cellpack_12_1000
1872,cellpack_20_0500,cellpack_20_0500,cellpack_20_0500
1873,cellpack_20_0600,cellpack_20_0600,cellpack_20_0600
1874,cellpack_20_0700,cellpack_20_0700,cellpack_20_0700
1876,cellpack_20_1000,cellpack_20_1000,cellpack_20_1000
1978,04659,600X_STAPLES
1979,700X_STAPLES
1980,800X_STAPLES
1981,900X_STAPLES
2015,MOLE_TRAP_CLAW_H_X_1,PRIME_mole_trap_claw_h_x_1
2016,MOLE_TRAP_CLAW_H_X_2,PRIME_mole_trap_claw_h_x_2
2017,MOLE_TRAP_CLAW_H_X_3,PRIME_mole_trap_claw_h_x_3
2018,MOLE_TRAP_CLAW_H_X_4,PRIME_mole_trap_claw_h_x_4
2019,MOLE_TRAP_CLAW_H_X_5,PRIME_mole_trap_claw_h_x_5
2020,MOLE_TRAP_CLAW_H_X_6,PRIME_mole_trap_claw_h_x_6
2022,MOLE_TRAP_CLAW_H_X_8,PRIME_mole_trap_claw_h_x_8
2024,MOLE_TRAP_CLAW_H_X_10,PRIME_mole_trap_claw_h_x_10
2025,MOLE_TRAP_CLAW_H_X_12,PRIME_mole_trap_claw_h_x_12
2026,MOLE_TRAP_CLAW_H_X_14,PRIME_mole_trap_claw_h_x_14
2027,MOLE_TRAP_CLAW_H_X_16,PRIME_mole_trap_claw_h_x_16
2028,MOLE_TRAP_CLAW_H_X_18,PRIME_mole_trap_claw_h_x_18
2029,MOLE_TRAP_CLAW_H_X_20,PRIME_mole_trap_claw_h_x_20
2140,MG5-RFU-VPV
2141,372-7A4-9OJ
2144,PelGar multi bait station 6 (DIY)
2187,gravel-tray_400,gravel-tray_400,Gravel_Trays-x400
2221,00804,mole repellent,00804,00804
2341,03553,3553,JIFFY_C_35-1000,JIFFY_C_35MM-1000,Jiffy7_coir_35mm-1000,JIFFY7C_35MM_x1000,JC_35MM-1000,JIFFY_C_35MM-1000,PRIME_jiffy_pellets_coir_35mm_1000,JIFFY7C_35MM_x1000,WEB_JIFFY_C_35-1000
2409,PRIME_jiffy_pot_7c_6x6round_apws_2000
2932,PRIME_plant_support_wigwam_grip_15
2933,0,PRIME_plant_support_wigwam_grip_20
2934,PRIME_plant_support_wigwam_grip_30
2935,PRIME_plant_support_wigwam_grip_40
2936,PRIME_plant_support_wigwam_grip_50
2997,bird-feed_25kg_bag
2998,bird-feed_30kg_bag
3012,bird-feed_25kg_tub
3013,1_X_25KG-SALT-BIN,SALT-BIN_VL1_25KG-X01
3014,2_X_25KG-SALT-BIN,SALT-BIN_VL1_25KG-X02
3015,3_X_25KG-SALT-BIN,SALT-BIN_VL1_25KG-X03
3016,4_X_25KG-SALT-BIN,SALT-BIN_VL1_25KG-X04
3017,6_X_25KG-SALT-BIN,SALT-BIN_VL1_25KG-X06
3018,8_X_25KG-SALT-BIN,SALT-BIN_VL1_25KG-X08
3019,SALT-BIN_VL1_25KG-X10
3020,SALT-BIN_VL1_40KG-X01
3021,SALT-BIN_VL1_40KG-X02
3521,PRIME_BUMPER_BLOOD_FISHBONE_500G_BAG
3522,PRIME_BUMPER_BLOOD_FISHBONE_1KG_BAG
3523,PRIME_BUMPER_BLOOD_FISHBONE_2.5KG_BAG
3524,PRIME_BUMPER_BLOOD_FISHBONE_5KG_BAG
3525,PRIME_BUMPER_BLOOD_FISHBONE_10KG_BAG
3526,PRIME_
3527,PRIME_BUMPER_BLOOD_FISHBONE_500G_TUB
3528,PRIME_BUMPER_BLOOD_FISHBONE_1KG_TUB
3529,PRIME_BUMPER_BLOOD_FISHBONE_2.5KG_TUB
3530,PRIME_BUMPER_BLOOD_FISHBONE_5KG_TUB
3531,PRIME_BUMPER_BLOOD_FISHBONE_10KG_TUB
3599,full-tray_24_300,full-tray_24_300,full-tray_24_300
3616,full-tray_40_300,full-tray_40_300,full-tray_40_300
3667,full-tray_300
3707,PRIME_BUMPER_G_LIME_TUB_1KG,PRIME_BUMPER_LIME_1KG_TUB
3708,PRIME_BUMPER_G_LIME_TUB_2.5KG,PRIME_BUMPER_LIME_2.5KG_TUB
3709,PRIME_BUMPER_G_LIME_TUB_5KG,PRIME_BUMPER_LIME_5KG_TUB
3710,PRIME_BUMPER_G_LIME_TUB_10KG,PRIME_BUMPER_LIME_10KG_TUB
3711,PRIME_BUMPER_G_LIME_TUB_15KG,PRIME_BUMPER_LIME_15KG_TUB
3712,PRIME_BUMPER_G_LIME_TUB_20KG,PRIME_BUMPER_LIME_20KG_TUB
3713,PRIME_PRIME_BUMPER_LIME_25KG_TUB
3714,PRIME_PRIME_BUMPER_LIME_25KG_BAG
4927,high_phosphate_25kg_bag,high_phosphate_25kg_bag,high_phosphate_25kg_bag
4938,high_phosphate_25kg_bucket,high_phosphate_25kg_bucket,high_phosphate_25kg_bucket
4949,early_season_no1_25kg_bag,early_season_no1_25kg_bag,early_season_no1_25kg_bag
4959,early_season_no1_25kg_bucket,early_season_no1_25kg_bucket,early_season_no1_25kg_bucket
5364,RATATAK_X_1,RATATAK_X_1,RATATAK_X_1_prime,RATATAK_X_1
5365,RATATAK_X_2,RATATAK_X_2,RATATAK_X_2_prime,RATATAK_X_2
5366,RATATAK_X_3,RATATAK_X_3,RATATAK_X_3_prime,RATATAK_X_3
5367,RATATAK_X_4,RATATAK_X_4,RATATAK_X_4_prime,RATATAK_X_4
5368,RATATAK_X_5,RATATAK_X_5,RATATAK_X_5_prime,RATATAK_X_5
5369,RATATAK_X_10,RATATAK_X_10,RATATAK_X_10_prime,RATATAK_X_10
5371,RATATAK_X_20,RATATAK_X_20,RATATAK_X_20_prime,RATATAK_X_20
5373,RATATAK_X_30,RATATAK_X_30,RATATAK_X_30_prime,RATATAK_X_30
5375,RATATAK_X_40,RATATAK_X_40,RATATAK_X_40_prime,RATATAK_X_40
5377,RATATAK_X_50,RATATAK_X_50,RATATAK_X_50_prime,RATATAK_X_50
5398,trap_pest_stop_trip_trap_1,pest1_stop_trip_trap_1,pest2_stop_trip_trap_1,trap_pest_stop_trip_trap_1,pest2_stop_trip_trap_1,trap_pest_stop_trip_trap_1
5399,trap_pest_stop_trip_trap_2,pest1_stop_trip_trap_2,pest2_stop_trip_trap_2,trap_pest_stop_trip_trap_2,pest2_stop_trip_trap_2,trap_pest_stop_trip_trap_2
5400,trap_pest_stop_trip_trap_3,pest1_stop_trip_trap_3,pest2_stop_trip_trap_3,trap_pest_stop_trip_trap_3,pest2_stop_trip_trap_3,trap_pest_stop_trip_trap_3
5401,trap_pest_stop_trip_trap_4,pest1_stop_trip_trap_4,pest2_stop_trip_trap_4,trap_pest_stop_trip_trap_4,pest2_stop_trip_trap_4,trap_pest_stop_trip_trap_4
5402,trap_pest_stop_trip_trap_5,pest1_stop_trip_trap_5,pest2_stop_trip_trap_5,trap_pest_stop_trip_trap_5,pest1_stop_trip_trap,pest2_stop_trip_trap_5,trap_pest_stop_trip_trap_5
5403,trap_pest_stop_trip_trap_6,pest1_stop_trip_trap_6,pest2_stop_trip_trap_6,trap_pest_stop_trip_trap_6,pest2_stop_trip_trap_6,trap_pest_stop_trip_trap_6
5404,trap_pest_stop_trip_trap_7,pest1_stop_trip_trap_7,pest2_stop_trip_trap_7,trap_pest_stop_trip_trap_7,pest2_stop_trip_trap_7,trap_pest_stop_trip_trap_7
5405,trap_pest_stop_trip_trap_8,pest1_stop_trip_trap_8,pest2_stop_trip_trap_8,trap_pest_stop_trip_trap_8,pest2_stop_trip_trap_8,trap_pest_stop_trip_trap_8
5406,trap_pest_stop_trip_trap_9,pest1_stop_trip_trap_9,pest2_stop_trip_trap_9,trap_pest_stop_trip_trap_9,pest2_stop_trip_trap_9,trap_pest_stop_trip_trap_9
5407,trap_pest_stop_trip_trap_10,pest1_stop_trip_trap_10,pest2_stop_trip_trap_10,trap_pest_stop_trip_trap_10,pest2_stop_trip_trap_10,trap_pest_stop_trip_trap_10
5408,trap_pest_stop_trip_trap_15,pest1_stop_trip_trap_15,pest2_stop_trip_trap_15,trap_pest_stop_trip_trap_15,pest2_stop_trip_trap_15,trap_pest_stop_trip_trap_15
5409,trap_pest_stop_trip_trap_20,pest1_stop_trip_trap_20,pest2_stop_trip_trap_20,trap_pest_stop_trip_trap_20,pest2_stop_trip_trap_20,trap_pest_stop_trip_trap_20
5410,trap_pest_stop_trip_trap_30,pest1_stop_trip_trap_30,pest2_stop_trip_trap_30,trap_pest_stop_trip_trap_30,pest2_stop_trip_trap_30,trap_pest_stop_trip_trap_30
5411,trap_pest_stop_trip_trap_40,pest1_stop_trip_trap_40,pest2_stop_trip_trap_40,trap_pest_stop_trip_trap_40,pest2_stop_trip_trap_40,trap_pest_stop_trip_trap_40
5412,trap_pest_stop_trip_trap_50,pest1_stop_trip_trap_50,pest2_stop_trip_trap_50,trap_pest_stop_trip_trap_50,pest2_stop_trip_trap_50,trap_pest_stop_trip_trap_50
5413,trap_pest_stop_trip_trap_60,pest1_stop_trip_trap_60,pest2_stop_trip_trap_60,trap_pest_stop_trip_trap_60,pest2_stop_trip_trap_60,trap_pest_stop_trip_trap_60
5414,trap_pest_stop_trip_trap_70,pest1_stop_trip_trap_70,pest2_stop_trip_trap_70,trap_pest_stop_trip_trap_70,pest2_stop_trip_trap_70,trap_pest_stop_trip_trap_70
5415,trap_pest_stop_trip_trap_80,pest1_stop_trip_trap_80,pest2_stop_trip_trap_80,trap_pest_stop_trip_trap_80,pest2_stop_trip_trap_80,trap_pest_stop_trip_trap_80
5416,trap_pest_stop_trip_trap_90,pest1_stop_trip_trap_90,pest2_stop_trip_trap_90,trap_pest_stop_trip_trap_90,pest2_stop_trip_trap_90,trap_pest_stop_trip_trap_90
5417,trap_pest_stop_trip_trap_100,pest1_stop_trip_trap_100,pest2_stop_trip_trap_100,trap_pest_stop_trip_trap_100,pest2_stop_trip_trap_100,trap_pest_stop_trip_trap_100
5451,03499,03499,PRIME_pre_loaded_jiffy_24mm_5200
5460,03515,JIFFY7_TRAY_33MM_x3000,03515,PRIME_pre_loaded_jiffy_33mm_3000,JIFFY7_TRAY_33MM_x3000
5470,03530,JIFFY7_TRAY_41MM_x3000,03530,PRIME_pre_loaded_jiffy_41mm_3000,JIFFY7_TRAY_41MM_x3000
6231,02546,02546,02546
6232,02548,02548,02548
6233,02550,02550,02550
6234,02552,02552,02552
6246,02516,02516,02516
6247,02518,02518,02518
6248,02520,02520,02520
6249,02522,02522,02522
6250,00808,1.5x100 porous+ 200 pegs,00808
6261,02606,02606,02606
6262,02608,02608,02608
6263,02610,02610,02610
6264,02612,02612,02612
6277,02578,02578,02578
6279,02582,02582,02582
6351,lrg-pot_035lt_42cm-s_01,lrg-pot_035lt_42cm-s_01,TREE_POT_35L_SAUCER-01,lrg-pot_035lt_42cm-s_01
6352,lrg-pot_035lt_42cm-s_02,lrg-pot_035lt_42cm-s_02,TREE_POT_35L_SAUCER-02,lrg-pot_035lt_42cm-s_02
6353,lrg-pot_035lt_42cm-s_03,lrg-pot_035lt_42cm-s_03,TREE_POT_35L_SAUCER-03,lrg-pot_035lt_42cm-s_03
6354,lrg-pot_035lt_42cm-s_04,lrg-pot_035lt_42cm-s_04,TREE_POT_35L_SAUCER-04,lrg-pot_035lt_42cm-s_04
6355,lrg-pot_035lt_42cm-s_05,lrg-pot_035lt_42cm-s_05,TREE_POT_35L_SAUCER-05,lrg-pot_035lt_42cm-s_05
6356,lrg-pot_035lt_42cm-s_06,lrg-pot_035lt_42cm-s_06,TREE_POT_35L_SAUCER-06,lrg-pot_035lt_42cm-s_06
6357,lrg-pot_035lt_42cm-s_07,lrg-pot_035lt_42cm-s_07,lrg-pot_035lt_42cm-s_07
6358,lrg-pot_035lt_42cm-s_08,lrg-pot_035lt_42cm-s_08,TREE_POT_35L_SAUCER-08,lrg-pot_035lt_42cm-s_08
6359,lrg-pot_035lt_42cm-s_09,lrg-pot_035lt_42cm-s_09,lrg-pot_035lt_42cm-s_09
6360,lrg-pot_035lt_42cm-s_10,lrg-pot_035lt_42cm-s_10,TREE_POT_35L_SAUCER-10,lrg-pot_035lt_42cm-s_10
6913,polypots_100l_x_100
6958,JIFFY_BLOCKS_80-200,JIFFY_GB_80-200,JIFFY_BLOCKS_80-200,JIFFY_GB_80MM-200,JIFFY_GB_80X80-200
7014,cellpack_4-strip_00050,strip_inserts_4_50STRIP_INSERT-X50
7017,strip_inserts_4_0300
7018,strip_inserts_4_0400
7020,strip_inserts_4_0600
7021,strip_inserts_4_0700
7022,strip_inserts_4_0800
7024,strip_inserts_4_1200
7040,strip_inserts_5_0300
7041,strip_inserts_5_0400
7043,strip_inserts_5_0600
7045,strip_inserts_5_0800
7515,flower_buddy_100g_bucket,flower_buddy_100g_bucket
7517,b_pg_6-0001
7525,JIFFY_C_30-1500,JIFFY_C_30MM-1500,JIFFY_COIR_PELLET_30MM-1500,JC_30MM-1500,JIFFY_C_30MM-1500,JIFFY7C_30MM_x1500
7526,JIFFY_C_30MM-2000,JIFFY_COIR_PELLET_30MM-2000,JIFFY_C_30-2000,JC_30MM-2000,JIFFY_C_30MM-2000,JIFFY7C_30MM_x2000
7527,JIFFY_C_35MM-1500,Jiffy7_coir_35mm-1500,JIFFY_C_35-1500,JC_35MM-1500,JIFFY_C_35MM-1500,JIFFY7C_35MM_x1500
7528,Jiffy7_coir_35mm-2000,JIFFY_C_35-2000,JIFFY_C_35MM-2000,JC_35MM-2000,JIFFY_C_35MM-2000,JIFFY7C_35MM_x2000
7529,JIFFY_C_45-1000,JIFFY_C_45MM-1000,Jiffy_coir_pellet_45mm-1000,JC_45MM-1000,JIFFY_C_45MM-1000,JIFFY7C_45MM_x1000
7530,JIFFY_C_45-1500,JIFFY_C_45MM-1500,Jiffy_coir_pellet_45mm-1500,JC_45MM-1500,JIFFY_C_45MM-1500,JIFFY7C_45MM_x1500
7531,JIFFY_C_45-2000,JIFFY_C_45MM-2000,Jiffy_coir_pellet_45mm-2000,JC_45MM-2000,JIFFY_C_45MM-2000,JIFFY7C_45MM_x2000
7532,JIFFY7C_45MM_x0047
7533,JIFFY7C_45MM_x0360
7560,PRIME_ CTG_24_C-001
7637,PRIME_CTG_24_T-001
7708,PRIME_CTG_24_C_T-001
8440,p_pg_p_h-0025
8569,GLOSSY_TER_SCR_3_4-04
8579,GLOSSY_TER_SCR_5_6-04
8589,GLOSSY_TER_SCR_7_8-04
8599,GLOSSY_TER_SCR_10-04
8610,TERRACOTTA_SAUCER_32CM_004,GLOSSY_TER_SCR_12.5-04
8621,GLOSSY_TER_SCR_15-04
8647,sop_gran_tub_0.1kg,sop_gran_tub_0.1kg,sop_gran_tub_0.1kg
8882,BLK-POT_20LT-X-1200
8883,BLK-POT_25LT-X-0870
8884,BLK-POT_032LT-X-0550
8885,BLK-POT_045LT-X-0640
9157,early_season_no1_100g_bucket,early_season_no1_100g_bucket
9158,early_season_no1_250g_bucket,early_season_no1_250g_bucket,early_season_no1_250g_bucket
9468,PRIME_moss killer 0.5kg
9469,PRIME_moss killer 1kg
9470,PRIME_moss killer 2kg
9471,PRIME_moss killer 3kg
9473,PRIME_moss killer 5kg
9474,PRIME_moss killer 10kg
9475,PRIME_moss killer 15kg
9476,PRIME_moss killer 20kg
9477,PRIME_
9478,PRIME_moss_killer-tub-0.5kg
9479,PRIME_moss_killer-tub-1kg
9480,PRIME_moss_killer-tub-2kg
9481,PRIME_moss_killer-tub-3kg
9482,PRIME_moss_killer-tub-4kg
9483,PRIME_moss_killer-tub-5kg
9484,PRIME_moss_killer-tub-10kg
9485,PRIME_moss_killer-tub-15kg
9486,PRIME_moss_killer-tub-20kg
9487,PRIME_
9597,High_Nitrogen_bag_25kg,High_Nitrogen_bag_25kg
9605,High_Nitrogen_tub_25kg,High_Nitrogen_tub_25kg
10022,woven_4m_060
10023,woven_4m_070
10024,woven_4m_080
10025,woven_4m_090
10047,woven_5m_060
10048,woven_5m_070
10049,woven_5m_080
10050,woven_5m_090
10172,03036
10173,03039
10174,03042
10175,03045
10433,JIFFY_GB_50-400,JIFFY_BLOCKS_50-400,JIFFY_GB_50X50-400,JIFFY_GB_50MM-400,JIFFY_BLOCKS_50-400
10436,birdfeed_20kg_12
10437,birdfeed_20kg_14
10438,birdfeed_20kg_16
10439,birdfeed_20kg_18
10440,birdfeed_20kg_20
10441,birdfeed_20kg_30
10442,birdfeed_20kg_40
10443,birdfeed_20kg_50
10861,CI-T0U3-OXTN
10896,RATATAK_X_6,RATATAK_X_6
10897,RATATAK_X_75,RATATAK_X_75
10898,RATATAK_X_8,RATATAK_X_8
10899,RATATAK_X_90,RATATAK_X_90
10933,85-SHADENET_3m-X-50M,85-SHADENET_3M-X-50M
11304,epsom1_30kg_bag
11329,activator 2.5,00378
11411,PINK-10G-SAMPLE
11497,whitefly stickyx10
11498,whitefly stickyx20
11500,03021
11501,03022
11502,03023
11503,03024
11504,03034
11506,03037
11508,02987
11509,02988
11510,02989
11511,02990
11521,03003
11522,03006
11523,03009
11524,03012
11526,02953
11527,02954
11528,02955
11529,02956
11530,02966
11532,02969
11533,02972
11535,02975
11536,02978
11538,02916
11539,02919
11540,02920
11541,02921,02945
11548,02922
11549,02932
11550,02935
11551,02938
11552,02941
11553,02944
11554,03040
11555,03043
11556,03046
11829,PRO_BRASS_BAG_Po_100
11830,PRO_BRASS_TUB_Re_100
11860,03000
12254,TEMP_blk-saucer_17cm_001,TEMP_blk-saucer_17cm_001,TEMP_blk-saucer_17cm_001
